name;nationality;position;overall;age;real_team;device
Reto Ziegler;Switzerland;LB|CB;70;34;FC Dallas;1
Stephan Lichtsteiner;Switzerland;RWB|RB|CB|RW;72;36;FC Augsburg;1
Pascal Grünwald;Austria;GK;63;37;WSG Swarovski Tirol;1
Bram Castro;Belgium;GK;68;37;KV Mechelen;1
Jonatan Soriano;Spain;ST;74;34;Girona FC;1
Maximiliano Rodríguez;Argentina;ST|LM|LW;74;39;Newell's Old Boys;1
Alan Mannus;Northern Ireland;GK;66;38;Shamrock Rovers;1
Cifuentes;Spain;GK;73;41;Cádiz CF;1
Moyá;Spain;GK;79;36;Real Sociedad;1
Xisco Campos;Spain;RB|CB;68;38;RCD Mallorca;1
Mario Álvarez;Spain;CB;74;38;Club Atlético de San Luis;1
Riesgo;Spain;GK;73;36;Girona FC;1
Luke McCormick;England;GK;60;36;Swindon Town;1
Liam Feeney;England;RWB|RM|RW;64;33;Blackpool;1
Renaud Cohade;France;CM;73;35;Football Club de Metz;1
Mauricio Pinilla;Chile;ST;72;36;Coquimbo Unido;1
Nino;Spain;ST|CAM|CF;70;40;Elche CF;1
Marco Wölfli;Switzerland;GK;66;37;BSC Young Boys;1
Diego Benaglio;Switzerland;GK;74;36;AS Monaco Football Club SA;1
Rubén Castro;Spain;ST;72;39;UD Las Palmas;1
Rod Fanni;France;CB;72;38;Impact Montréal;1
David Martin;England;GK;66;34;West Ham United;1
Ian Henderson;England;ST;67;35;Rochdale;1
Andy Lonergan;England;GK;65;36;Liverpool;1
Christoffer Källqvist;Sweden;GK;63;36;BK Häcken;1
Xavier Pinoteau;France;GK;61;37;FC Chambly Oise;1
Pier Graziano Gori;Italy;GK;62;40;Benevento;1
Michael Dawson;England;CB;70;36;Nottingham Forest;1
Pepe;Portugal;CB;82;37;FC Porto;1
Alexander Walke;Germany;GK;72;37;FC Red Bull Salzburg;1
Michael Rensing;Germany;GK;70;36;Fortuna Düsseldorf;1
Ronny König;Germany;ST;64;37;FSV Zwickau;1
Steven Whittaker;Scotland;RB|CM;63;36;Hibernian;1
Philipp Heerwagen;Germany;GK;63;37;SV Sandhausen;1
Arouna Koné;Ivory Coast;ST;72;36;Sivasspor;1
Michael Agazzi;Italy;GK;67;36;Cremona;1
Hugo Campagnaro;Argentina;CB;69;40;Pescara;1
Ali Turan;Turkey;CB;71;36;Konyaspor;1
Burak Yilmaz;Turkey;ST;79;35;Besiktas JK;1
Özgür Çek;Turkey;LB|LM;70;29;Denizlispor;1
Selçuk Inan;Turkey;CDM|CM;72;35;Galatasaray SK;1
Mehmet Topal;Turkey;CB|CDM;74;34;Medipol Basaksehir FK;1
Ersan Gülüm;Turkey;CB;65;33;Antalyaspor;1
Stephan Andersen;Denmark;GK;65;38;FC København;1
Hasan Ali Kaldirim;Turkey;LB;74;30;Fenerbahçe SK;1
Umut Bulut;Turkey;ST|LM;69;37;Yeni Malatyaspor;1
Abdullah Durak;Turkey;CDM;66;33;Çaykur Rizespor;1
Ufuk Ceylan;Turkey;GK;66;34;Yeni Malatyaspor;1
Paul McShane;Republic of Ireland;CB;66;34;Rochdale;1
Jesper Hansen;Denmark;GK;75;35;FC Midtjylland;1
Emil Hallfre?sson;Iceland;CDM|CM;71;36;Free Agents;1
Atiba Hutchinson;Canada;CDM|CM;76;37;Besiktas JK;1
Jimmy Briand;France;ST;75;34;FC Girondins de Bordeaux;1
Scott Brown;Scotland;CDM;75;35;Celtic;1
Kirk Broadfoot;Scotland;CB;65;35;Kilmarnock;1
Anders Lindegaard;Denmark;GK;67;36;Helsingborgs IF;1
Michael Liendl;Austria;CM|CAM;74;34;Wolfsberger AC;1
Gomes;Brazil;GK;75;39;Watford;1
Fernandinho;Brazil;CB|CDM;85;35;Manchester City;1
Gabriel Tama?;Romania;RB|CB;71;36;Asocia?ia Fotbal Club Astra Giurgiu;1
Niki Mäenpää;Finland;GK;69;35;Bristol City;1
Laurent Walthert;Switzerland;GK;66;36;Neuchâtel Xamax FCS;1
Alexis;Spain;CB;69;34;Real Racing Club;1
Simon Francis;England;RB|CB;74;35;AFC Bournemouth;1
Wes Morgan;Jamaica;CB;74;36;Leicester City;1
Jung Jo Gook;Korea Republic;ST;68;36;Jeju United FC;1
Lee Dong Gook;Korea Republic;ST;69;41;Jeonbuk Hyundai Motors;1
Kim Young Kwang;Korea Republic;GK;68;37;Seongnam FC;1
Paul Jones;England;GK;61;34;Sheffield Wednesday;1
Luis Jiménez;Chile;CAM|CF;73;36;CD Palestino;1
Daniel Baier;Germany;CDM|CM;77;36;FC Augsburg;1
Christophe Lepoint;Belgium;CB|CM|CAM;68;35;KV Kortrijk;1
Giampaolo Pazzini;Italy;ST;71;35;Hellas Verona;1
Daniele Gastaldello;Italy;CB;68;37;Brescia;1
Alessandro Rosina;Italy;CAM|RW;68;36;Salerno;1
Jürgen Gjasula;lbania;CB|CDM;66;34;1. FC Magdeburg;1
Goran Pandev;North Macedonia;ST|RW;73;37;Genoa;1
Michel Vorm;Netherlands;GK;74;36;Tottenham Hotspur;1
Domenico Maietta;Italy;CB;71;37;Empoli;1
Nicky Hunt;England;RB|CB;57;36;Crewe Alexandra;1
Bruno Alves;Portugal;CB;73;38;Parma;1
Darren Potter;Republic of Ireland;CDM|CM;64;35;Tranmere Rovers;1
Richard Foster;Scotland;RWB|RB|LB|RW;64;34;Ross County FC;1
Angulo;Spain;ST;72;36;Górnik Zabrze;1
James Milner;England;RB|LB|CM;81;34;Liverpool;1
Roman Hubník;Czech Republic;CB;72;36;Viktoria Plzen;1
Chris O'Grady;England;ST;60;34;Bolton Wanderers;1
Billy Jones;England;RB;66;33;Rotherham United;1
Germán Lux;Argentina;GK;73;38;River Plate;1
Maximiliano López;Argentina;ST;71;36;Crotone;1
Dean Lewington;England;LB|LWB|LW;64;36;Milton Keynes Dons;1
Davide Moscardelli;Italy;ST|CF;69;40;Pisa;1
Roberto Vitiello;Italy;RB|CB;65;37;Castellammare di Stabia;1
Antolín Alcaraz;Paraguay;CB;73;37;Club Olimpia;1
Giorgio Chiellini;Italy;CB;88;35;Juventus;1
Willy Caballero;Argentina;GK;75;38;Chelsea;1
Leonardo Ponzio;Argentina;CB|CDM;74;38;River Plate;1
Nani;Portugal;RW|LW;80;33;Orlando City Soccer Club;1
Luis Michel;Mexico;GK;64;41;Club Tijuana;1
Daniel Lopar;Switzerland;GK;67;35;Western Sydney Wanderers;1
Boštjan Cesar;Slovenia;CB;71;38;Chievo Verona;1
David Nugent;England;ST;67;35;Preston North End;1
Christian Fuchs;Austria;LB;73;34;Leicester City;1
Jason Shackell;England;CB;66;36;Lincoln City;1
Matt Harrold;England;ST;60;36;Leyton Orient;1
Dean Gerken;England;GK;66;35;Colchester United;1
Craig Conway;Scotland;RM|LM;64;35;Salford City;1
Federico Marchetti;Italy;GK;72;37;Genoa;1
Vincent Kompany;Belgium;CB;82;34;RSC Anderlecht;1
Santiago Silva;Uruguay;ST;72;39;Argentinos Juniors;1
Jérémy Morel;Madagascar;LB|CB;76;36;Stade Rennais FC;1
Rafael;Brazil;GK;73;38;Cagliari;1
Hitoshi Sogahata;Japan;GK;66;40;Kashima Antlers;1
Yasuhito Endo;Japan;CDM|CM|CAM;71;40;Gamba Osaka;1
Yoshito Okubo;Japan;ST|CAM;67;38;Júbilo Iwata;1
Paulo Da Silva;Paraguay;CB;68;40;Club Libertad;1
Guillermo Ochoa;Mexico;GK;78;35;Club América;1
Antonio Mirante;Italy;GK;78;37;Roma;1
Peter Cherrie;Scotland;GK;59;36;Derry City;1
Jô;Brazil;ST;74;33;Nagoya Grampus;1
Brian Murphy;Republic of Ireland;GK;62;37;Waterford FC;1
Alex Baptiste;England;RB|CB;65;34;Doncaster Rovers;1
Jake Buxton;England;CB;67;35;Burton Albion;1
Chris Beardsley;England;ST;59;36;Burton Albion;1
Andy Butler;England;CB;63;36;Scunthorpe United;1
Ross Wallace;Scotland;RM|CM;67;35;St. Mirren;1
David Marshall;Scotland;GK;71;35;Wigan Athletic;1
Ragnar Klavan;Estonia;CB;75;34;Cagliari;1
Zlatko Dedic;Slovenia;ST|LW;69;35;WSG Swarovski Tirol;1
Krisztián Vadócz;Hungary;CDM|CM;71;35;Club Atlético Peñarol;1
Sammy Bossut;Belgium;GK;72;34;SV Zulte Waregem;1
Johnny Thomsen;Denmark;RB;65;38;Randers FC;1
Mark McNulty;Republic of Ireland;GK;61;39;Cork City;1
Aitor Sanz;Spain;CDM;71;35;CD Tenerife;1
Lisandro López;Argentina;ST;80;37;Racing Club;1
Carlos Araujo;Argentina;RB|LB;71;38;Club Atlético Huracán;1
Marcelo Barovero;Argentina;GK;75;36;Monterrey;1
Javier Mascherano;Argentina;CB|CDM|CM;79;36;Estudiantes de La Plata;1
Jonathan Bottinelli;Argentina;CB;72;35;Unión de Santa Fe;1
Walter Montillo;Argentina;CAM;72;36;Universidad de Chile;1
Pablo Zabaleta;Argentina;RB;74;35;West Ham United;1
Jonás Gutiérrez;Argentina;RB|CM;70;37;Club Atlético Banfield;1
Andriy Pyatov;Ukraine;GK;77;36;Shakhtar Donetsk;1
Javier Gandolfi;Argentina;CB;71;39;Club Atlético Talleres;1
Román Martínez;Argentina;CM;71;37;Club Atlético Aldosivi;1
Mariano Barbosa;Argentina;GK;75;36;Villarreal CF;1
Enrique Bologna;Argentina;GK;71;38;River Plate;1
Jesús Dátolo;Argentina;CM|CAM;75;36;Club Atlético Banfield;1
Carlos Tévez;Argentina;ST|CAM;78;36;Boca Juniors;1
Gustavo Lorenzetti;Chile;CM|CAM;69;35;Deportes Iquique;1
Emiliano Papa;Argentina;LB;70;38;Arsenal de Sarandí;1
Alejandro Gómez;Argentina;ST|CAM|CF;86;32;Atalanta;1
José Sosa;Argentina;CDM|CM;80;35;Trabzonspor;1
Fernando Belluschi;Argentina;CM|CAM;73;36;Club Atlético Lanús;1
Luciano Pocrnjic;Argentina;GK;71;38;Club Atlético Aldosivi;1
Gökhan Gönül;Turkey;RB;74;35;Besiktas JK;1
Arda Turan;Turkey;LM|CM;76;33;FC Barcelona;1
Ferhat Öztorun;Turkey;LB;68;33;Konyaspor;1
Muhammet Demir;Turkey;ST|CAM;71;28;Gazisehir Gaziantep Futbol Kulübü;1
Yekta Kurtulus;Turkey;CDM|CM|CAM;67;34;Antalyaspor;1
Christian Schwegler;Switzerland;RB;66;36;FC Luzern;1
David Zibung;Switzerland;GK;63;36;FC Luzern;1
Albert Bunjaku;Kosovo;ST|LM;67;36;Fußballclub Viktoria Köln 1904 e.V.;1
Tolgahan Acar;Turkey;GK;69;34;Denizlispor;1
Serkan Kirintili;Turkey;GK;75;35;Konyaspor;1
Eren Albayrak;Turkey;LB|LM;71;29;Antalyaspor;1
Sedat Agçay;Turkey;CDM;65;38;MKE Ankaragücü;1
Oscar Wendt;Sweden;LB;76;34;Borussia Mönchengladbach;1
Leandro Greco;Italy;CDM|CM;67;34;Perugia;1
Raffael;Brazil;ST|CF;76;35;Borussia Mönchengladbach;1
David Prieto;Spain;CB;68;37;CF Fuenlabrada;1
Juande;Spain;CDM|CM;66;33;Perth Glory;1
Dorca;Spain;CDM|CM;68;37;AD Alcorcón;1
Tito;Spain;RB|LB;71;35;Rayo Vallecano;1
Seoane;Spain;CDM|CM;70;37;CD Lugo;1
Mikel Rico;Spain;CM;73;35;SD Huesca;1
David Barral;Spain;ST;65;37;Real Racing Club;1
Andrés Fernández;Spain;GK;78;33;Villarreal CF;1
Cejudo;Spain;RM|LM|CAM;69;36;Real Racing Club;1
Javi Fuego;Spain;CDM|CM;71;36;R. Sporting;1
Susaeta;Spain;RM|LM;70;35;Albacete BP;1
Jesús Navas;Spain;RB|RM;82;34;Sevilla FC;1
Santi Cazorla;Spain;CDM|LM|CM;83;35;Villarreal CF;1
Reguero;Spain;GK;64;38;HJK Helsinki;1
Dani Giménez;Spain;GK;72;36;RC Deportivo;1
Diego López;Spain;GK;79;38;RCD Espanyol;1
Soldado;Spain;ST;76;35;Granada CF;1
Vesga;Spain;CM;74;27;Athletic Club;1
Iván Cuéllar;Spain;GK;77;36;CD Leganés;1
Javier Pinola;Argentina;CB;77;37;River Plate;1
Iñaki Astiz;Spain;CB;64;36;Legia Warszawa;1
Rubén;Spain;GK;73;36;CA Osasuna;1
Diego Castro;Spain;CAM|LW;76;38;Perth Glory;1
Cosmin Frasinescu;Romania;CB;65;35;Fotbal Club Politehnica Ia?i;1
Marius Constantin;Romania;CB;69;35;Clubul Sportiv Gaz Metan Media?;1
Razvan Ple?ca;Romania;GK;68;37;Clubul Sportiv Gaz Metan Media?;1
Igor Akinfeev;Russia;GK;80;34;PFC CSKA Moscow;1
Artem Rebrov;Russia;GK;71;36;Spartak Moscow;1
Andrei Cristea;Romania;ST;68;36;Fotbal Club Politehnica Ia?i;1
Luíz Carlos;Brazil;CDM;69;35;FC Paços de Ferreira;1
Arkadiusz Malarz;Poland;GK;68;40;LKS Lódz;1
Pawel Kieszek;Poland;GK;75;36;Rio Ave FC;1
Marcin Wasilewski;Poland;CB;68;40;Wisla Kraków;1
Ali Al Habsi;Oman;GK;68;38;West Bromwich Albion;1
Espen Ruud;Norway;RB;69;36;Odds BK;1
Iven Austbø;Norway;GK;66;35;Viking FK;1
Klaas-Jan Huntelaar;Netherlands;ST;75;36;Ajax;1
Cristian Molinaro;Italy;LB|LM;69;36;Venezia;1
Christian Maggio;Italy;RB;73;38;Benevento;1
Francesco Magnanelli;Italy;CDM;74;35;Sassuolo;1
Alex Cordaz;Italy;GK;72;37;Crotone;1
Valeri Bojinov;Bulgaria;ST;69;34;Pescara;1
Antonio Rosati;Italy;GK;69;37;Torino;1
Mirko Stefani;Italy;CB;67;36;Pordenone;1
Alan Bennett;Republic of Ireland;CB;57;38;Cork City;1
Gary Rogers;Republic of Ireland;GK;63;38;Dundalk;1
Wes Hoolahan;Republic of Ireland;RM|CAM;68;38;Newcastle Jets;1
Daryl Murphy;Republic of Ireland;ST;67;37;Bolton Wanderers;1
Avraam Papadopoulos;Greece;CB;69;35;Olympiacos CFP;1
Mario Gómez;Germany;ST;74;35;VfB Stuttgart;1
Romain Salin;France;GK;72;36;Stade Rennais FC;1
Lukas Podolski;Germany;ST|CAM|RW;74;35;Antalyaspor;1
Vincent Demarconnay;France;GK;70;37;Paris FC;1
Joe Hart;England;GK;75;33;Burnley;1
Markus Halsti;Finland;CB;67;36;Esbjerg fB;1
Boris Rotenberg;Finland;RWB|RB|RW;61;34;Lokomotiv Moscow;1
James Coppinger;England;CAM|LW;67;39;Doncaster Rovers;1
Steven Davis;Northern Ireland;CDM|CM;74;35;Rangers FC;1
Johan Absalonsen;Denmark;RM|LM|LW;65;34;SønderjyskE;1
Philipp Netzer;Austria;CB;66;34;SCR Altach;1
Ramazan Özcan;Austria;GK;73;36;Bayer 04 Leverkusen;1
Gareth Evans;England;CAM;65;32;Portsmouth;1
Scott Brown;England;GK;65;35;Port Vale;1
Mattias Moström;Sweden;RM|LM;61;37;Molde FK;1
John White;England;CB;63;34;Southend United;1
Scott Flinders;England;GK;63;34;Cheltenham Town;1
Bradley Johnson;England;CDM|CM;69;33;Blackburn Rovers;1
Gaël Clichy;France;LB;76;35;Medipol Basaksehir FK;1
Alexander Tettey;Norway;CDM;71;34;Norwich City;1
Johan Lædre Bjørdal;Norway;CB;66;34;Vålerenga Fotball;1
Ricardo Vaz Tê;Portugal;ST;72;33;Portimonense SC;1
Piqué;Spain;CB;88;33;FC Barcelona;1
Aaron Lennon;England;RM|LM;73;33;Burnley;1
Felipe Saad;Brazil;CB;66;36;Paris FC;1
Mark Noble;England;CDM|CM;76;33;West Ham United;1
Ashley Young;England;RB|RM|LM;75;35;Inter;1
José Sand;Argentina;ST;76;40;Club Atlético Lanús;1
Rubens Sambueza;Argentina;CDM|RM|CM;75;36;Pachuca;1
Edgar Barreto;Paraguay;CM;71;36;Sampdoria;1
Mariusz Pawelec;Poland;RB|LB|CB;64;34;Slask Wroclaw;1
Dean Marney;England;CM;64;36;Fleetwood Town;1
Renato Civelli;Argentina;CB;73;36;Club Atlético Banfield;1
Per Ciljan Skjelbred;Norway;CDM|CM;76;33;Hertha BSC;1
Darío Cvitanich;Argentina;ST;76;36;Racing Club;1
Rodrigo Palacio;Argentina;ST|CAM;76;38;Bologna;1
Magnus Wolff Eikrem;Norway;CM|CAM;75;29;Molde FK;1
Juan Insaurralde;Argentina;CB;73;35;Colo-Colo;1
Víctor Figueroa;Argentina;LM|CAM;62;36;Sociedad Deportiva Aucas;1
Lucas Licht;Argentina;LB|LWB|LM|LW;69;39;Gimnasia y Esgrima La Plata;1
Sergio Agüero;Argentina;ST;90;32;Manchester City;1
Mauro Zárate;Argentina;ST|CAM|CF;77;33;Boca Juniors;1
Hernán Pellerano;Argentina;CB;65;36;FBC Melgar;1
André-Pierre Gignac;France;ST|CF;81;34;Tigres U.A.N.L.;1
Hilton;Brazil;CB;79;42;Montpellier Hérault SC;1
Jean-Louis Leca;France;GK;73;34;Racing Club de Lens;1
Àngel Rangel;Spain;RB;68;37;Queens Park Rangers;1
Jorge Molina;Spain;ST;80;38;Getafe CF;1
Cezary Stefanczyk;Poland;RB;62;36;Wisla Plock;1
Mihai Roman;Romania;RB|RM;66;35;Fotbal Club Boto?ani;1
Yuriy Zhirkov;Russia;LB|LM;76;36;Free Agents;1
Craig Mackail-Smith;Scotland;ST|RM|RW;62;36;Stevenage;1
Amin Askar;Ethiopia;ST|RB|LM;64;34;Kristiansund BK;1
Jakub Szmatula;Poland;GK;64;39;Piast Gliwice;1
Richard Stearman;England;CB;69;32;Huddersfield Town;1
Leon Clarke;England;ST;69;35;Sheffield United;1
Peter Nymann;Denmark;RB;65;37;AC Horsens;1
Piotr Celeban;Poland;RB|CB;67;35;Slask Wroclaw;1
Martin Ørnskov;Denmark;CDM|CM;64;34;Lyngby BK;1
Sergio Ramos;Spain;CB;89;34;Real Madrid;1
Bartosz Bialkowski;Poland;GK;72;33;Millwall;1
Aiden McGeady;Republic of Ireland;LM;72;34;Charlton Athletic;1
Stephen Henderson;Republic of Ireland;GK;65;32;Crystal Palace;1
Michael Bradley;United States;CDM|CM;75;32;Toronto FC;1
Casto;Spain;GK;66;38;Extremadura UD;1
Robert Snodgrass;Scotland;RM|CM;77;32;West Ham United;1
Scott McDonald;Australia;ST|RW;66;36;Brisbane Roar;1
Charlie Adam;Scotland;CDM|CM;67;34;Reading;1
Gary MacKenzie;Scotland;CB;63;34;St. Mirren;1
David Bicík;Czech Republic;GK;65;39;Sparta Praha;1
Tomáš Cerny;Czech Republic;GK;65;35;Aberdeen;1
Martin Cranie;England;RB|CB;68;33;Luton Town;1
Matthew Mills;England;CB;65;34;Forest Green Rovers;1
Cristian Sapunaru;Romania;CB|CDM;70;36;Kayserispor;1
Joe Lewis;England;GK;73;32;Aberdeen;1
Jakub Rzezniczak;Poland;RB|CB;67;33;Wisla Plock;1
Adam El-Abd;Egypt;CB;64;35;Stevenage;1
Adebayo Akinfenwa;England;ST;65;38;Wycombe Wanderers;1
Paul Quasten;Czech Republic;LB;62;35;RKC Waalwijk;1
José de Jesús Corona;Mexico;GK;75;39;Cruz Azul;1
Guillaume Hoarau;France;ST;76;36;BSC Young Boys;1
Alfredo Talavera;Mexico;GK;72;37;Deportivo Toluca;1
Philipp Pentke;Germany;GK;73;35;TSG 1899 Hoffenheim;1
Thomas Gebauer;Austria;GK;64;38;LASK Linz;1
Richard Wood;England;CB;66;35;Rotherham United;1
Yuki Abe;Japan;CB|CDM|CM;66;38;Urawa Red Diamonds;1
Cristian Lucchetti;Argentina;GK;72;42;Atlético Tucumán;1
Iván Vázquez;Mexico;GK;68;37;Fútbol Club Juárez;1
Héctor Herrera;Mexico;CM;82;30;Atlético Madrid;1
Franck Ribéry;France;LM|CF|LW;82;37;Fiorentina;1
Andrew Considine;Scotland;LB|CB;69;33;Aberdeen;1
Samuel Holmén;Sweden;CM;68;36;IF Elfsborg;1
Tobias Eriksson;Sweden;RM;63;35;GIF Sundsvall;1
Andreas Granqvist;Sweden;CB;74;35;Helsingborgs IF;1
Darren Pratley;England;CDM|CM;66;35;Charlton Athletic;1
Melitón Hernández;Mexico;GK;64;37;Tiburones Rojos de Veracruz;1
Neri Cardozo;Argentina;CM|CAM;74;33;Defensa y Justicia;1
Ryan Babel;Netherlands;ST|RW|LW;78;33;Ajax;1
Thomas Vermaelen;Belgium;CB;77;34;Vissel Kobe;1
Rasmus Lindgren;Sweden;CB;69;35;BK Häcken;1
Sylvain Marveaux;France;CAM|RW;69;34;FC Lorient;1
Brendan Clarke;Republic of Ireland;GK;63;34;St. Patrick's Athletic;1
Pedro López;Spain;RB;70;36;SD Huesca;1
Raúl Albiol;Spain;CB;83;34;Villarreal CF;1
Jorge Valdivia;Chile;CAM;74;36;Monarcas Morelia;1
Efraín Velarde;Mexico;LB;68;34;Monarcas Morelia;1
Moritz Stoppelkamp;Germany;RM|LM|CAM;70;33;MSV Duisburg;1
Scott Dann;England;CB;74;33;Crystal Palace;1
Laurent Ciman;Belgium;CB;70;34;Toronto FC;1
Uwe Hünemeier;Germany;CB;68;34;SC Paderborn 07;1
Besart Berisha;Kosovo;ST;68;35;Western United FC;1
Anssi Jaakkola;Finland;GK;67;33;Bristol Rovers;1
Scott Carson;England;GK;71;34;Manchester City;1
Quentin Westberg;United States;GK;69;34;Toronto FC;1
Ricardo Batista;Portugal;GK;63;33;Clubul Sportiv Gaz Metan Media?;1
Lionel Messi;Argentina;ST|CF|RW;94;33;FC Barcelona;1
Pablo Álvarez;Argentina;RB|LB;66;36;Arsenal de Sarandí;1
Benoît Costil;France;GK;79;33;FC Girondins de Bordeaux;1
Jefferson Farfán;Peru;ST|RM;77;35;Lokomotiv Moscow;1
Aaron Hunt;Germany;CM|CAM;75;33;Hamburger SV;1
Salva Sevilla;Spain;CDM|CM;75;36;RCD Mallorca;1
Mario Sonnleitner;Austria;CB;69;33;SK Rapid Wien;1
Juanma;Spain;CB;72;37;CF Fuenlabrada;1
Salomon Kalou;Ivory Coast;ST|RM|LM;76;34;Hertha BSC;1
Zheng Zhi;China PR;CDM|CM;68;39;Guangzhou Evergrande Taobao FC;1
Liu Jian;China PR;CB;61;35;Beijing Renhe FC;1
Felice Evacuo;Italy;ST;66;37;Trapani;1
Ibrahim Afellay;Netherlands;CM|CAM;74;34;PSV;1
Nana Asare;Ghana;LB;72;34;KAA Gent;1
Ken Reichel;Germany;LB;70;33;1. FC Union Berlin;1
Fabrizio Melara;Italy;RM|CAM;63;34;Castellammare di Stabia;1
Oribe Peralta;Mexico;ST;71;36;Guadalajara;1
Dante;Brazil;CB;78;36;OGC Nice;1
Mathieu Debuchy;France;RWB|RB|CB|RW;78;35;AS Saint-Étienne;1
David Edwards;Wales;CDM|CM;65;34;Shrewsbury;1
Philipp Tschauner;Germany;GK;72;34;RB Leipzig;1
Willem Janssen;Netherlands;CB;74;34;FC Utrecht;1
Gökhan Inler;Switzerland;CDM;73;36;Medipol Basaksehir FK;1
